Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Cebu Pacific,2024-10-08,Puerto Princesa (PPS),Clark (CRK),PPS-GES-CRK,04:45,09:33,4h 48m,1,No info,3778
Philippine Airlines,2024-01-11,Puerto Princesa (PPS),Zamboanga (ZAM),PPS-ZAM,11:10,13:21,2h 11m,0,No info,3736
Cebu Pacific,2024-10-19,Cebu (CEB),Manila (MNL),CEB-ILO-PPS-MNL,06:05,16:51,10h 46m,2,No info,6830
Philippine Airlines,2024-01-18,General Santos (GES),Kalibo (KLO),GES-KLO,23:50,01:03 +1 day,1h 13m,0,Ati-Atihan Festival,5030
Philippine Airlines,2024-03-05,Cagayan de Oro (CGY),Iloilo (ILO),CGY-ILO,19:45,22:02,2h 17m,0,No info,4283
Cebu Pacific,2024-11-26,Davao (DVO),Kalibo (KLO),DVO-CRK-ZAM-KLO,05:45,13:22,7h 37m,2,No info,4807
Philippine Airlines,2024-05-05,Zamboanga (ZAM),General Santos (GES),ZAM-GES,12:05,13:06,1h 1m,0,No info,4261
Cebu Pacific,2024-09-17,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,01:45,03:44,1h 59m,0,No info,2699
Cebu Pacific,2024-03-05,Iloilo (ILO),Bacolod (BCD),ILO-BCD,18:55,20:01,1h 6m,0,No info,3008
AirAsia Philippines,2024-12-06,Manila (MNL),Caticlan (MPH),MNL-KLO-MPH,10:30,16:46,6h 16m,1,No info,4497
AirAsia Philippines,2024-11-23,General Santos (GES),Caticlan (MPH),GES-MPH,07:05,09:22,2h 17m,0,No info,3054
Cebu Pacific,2024-12-04,General Santos (GES),Caticlan (MPH),GES-MPH,07:35,08:50,1h 15m,0,No info,3281
AirAsia Philippines,2024-09-24,Bacolod (BCD),Clark (CRK),BCD-MPH-CRK,07:55,11:50,3h 55m,1,No info,4579
Cebu Pacific,2024-07-04,Kalibo (KLO),Davao (DVO),KLO-DVO,23:05,01:09 +1 day,2h 4m,0,No info,2810
Philippine Airlines,2024-04-06,Cebu (CEB),General Santos (GES),CEB-GES,13:30,14:19,0h 49m,0,No info,4093
Cebu Pacific,2024-05-25,Legazpi (LGP),Zamboanga (ZAM),LGP-ZAM,16:20,17:12,0h 52m,0,No info,3056
Philippine Airlines,2024-06-27,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,05:20,06:53,1h 33m,0,No info,3828
AirAsia Philippines,2024-11-04,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,23:15,00:59 +1 day,1h 44m,0,No info,2969
Cebu Pacific,2024-10-30,Zamboanga (ZAM),Bacolod (BCD),ZAM-BCD,14:05,15:00,0h 55m,0,No info,2865
Philippine Airlines,2024-01-14,Tacloban (TAC),Puerto Princesa (PPS),TAC-PPS,00:25,02:52,2h 27m,0,No info,3629
AirAsia Philippines,2024-05-23,General Santos (GES),Cagayan de Oro (CGY),GES-CGY,00:30,02:26,1h 56m,0,No info,2091
Philippine Airlines,2024-10-03,Legazpi (LGP),Zamboanga (ZAM),LGP-ZAM,11:20,12:51,1h 31m,0,No info,3843
AirAsia Philippines,2024-09-11,General Santos (GES),Cagayan de Oro (CGY),GES-ILO-CGY,04:35,09:43,5h 8m,1,No info,3237
AirAsia Philippines,2024-03-24,Iloilo (ILO),Puerto Princesa (PPS),ILO-PPS,11:25,12:22,0h 57m,0,No info,2577
Philippine Airlines,2024-05-03,Zamboanga (ZAM),Cagayan de Oro (CGY),ZAM-CGY,17:00,18:13,1h 13m,0,No info,4330
Philippine Airlines,2024-10-18,Puerto Princesa (PPS),Kalibo (KLO),PPS-KLO,13:55,15:40,1h 45m,0,No info,3876
AirAsia Philippines,2024-08-18,General Santos (GES),Legazpi (LGP),GES-LGP,08:40,09:52,1h 12m,0,No info,2875
AirAsia Philippines,2024-02-10,Puerto Princesa (PPS),Legazpi (LGP),PPS-LGP,22:40,23:32,0h 52m,0,No info,2668
Cebu Pacific,2024-10-10,Cebu (CEB),General Santos (GES),CEB-GES,23:10,01:09 +1 day,1h 59m,0,No info,2734
AirAsia Philippines,2024-11-12,Manila (MNL),Legazpi (LGP),MNL-ZAM-LGP,00:40,06:53,6h 13m,1,No info,3710
Cebu Pacific,2024-08-25,Cebu (CEB),Tacloban (TAC),CEB-TAC,23:40,01:24 +1 day,1h 44m,0,No info,2991
Philippine Airlines,2024-11-12,Iloilo (ILO),Tacloban (TAC),ILO-TAC,00:40,02:52,2h 12m,0,No info,3301
AirAsia Philippines,2024-12-02,Legazpi (LGP),Iloilo (ILO),LGP-ILO,19:30,20:31,1h 1m,0,No info,2595
Cebu Pacific,2024-03-08,Iloilo (ILO),Bacolod (BCD),ILO-BCD,05:20,07:10,1h 50m,0,No info,2495
Philippine Airlines,2024-09-25,Iloilo (ILO),General Santos (GES),ILO-GES,13:40,14:37,0h 57m,0,No info,3877
Philippine Airlines,2024-02-06,Tacloban (TAC),Bacolod (BCD),TAC-BCD,09:45,11:12,1h 27m,0,No info,4192
AirAsia Philippines,2024-06-11,Puerto Princesa (PPS),Clark (CRK),PPS-BCD-CRK,01:00,05:37,4h 37m,1,No info,3206
AirAsia Philippines,2024-11-29,Clark (CRK),Kalibo (KLO),CRK-KLO,14:20,15:52,1h 32m,0,No info,2446
Philippine Airlines,2024-10-20,Clark (CRK),Caticlan (MPH),CRK-MPH,05:45,08:12,2h 27m,0,No info,3609
Cebu Pacific,2024-01-10,Cebu (CEB),Manila (MNL),CEB-MNL,15:40,16:54,1h 14m,0,No info,3332
AirAsia Philippines,2024-10-06,General Santos (GES),Iloilo (ILO),GES-ILO,06:20,07:57,1h 37m,0,No info,2656
Cebu Pacific,2024-11-04,Clark (CRK),Davao (DVO),CRK-GES-MPH-DVO,21:05,07:45 +1 day,10h 40m,2,No info,5858
Philippine Airlines,2024-03-08,Manila (MNL),Clark (CRK),MNL-CRK,21:55,00:03 +1 day,2h 8m,0,No info,4278
AirAsia Philippines,2024-05-02,Davao (DVO),Bacolod (BCD),DVO-BCD,12:10,13:59,1h 49m,0,No info,2400
Philippine Airlines,2024-02-29,Cebu (CEB),Manila (MNL),CEB-KLO-BCD-MNL,08:10,18:34,10h 24m,2,No info,8280
Cebu Pacific,2024-08-11,Tacloban (TAC),Puerto Princesa (PPS),TAC-PPS,19:20,20:47,1h 27m,0,No info,3387
Philippine Airlines,2024-09-13,Iloilo (ILO),Caticlan (MPH),ILO-MPH,17:45,19:11,1h 26m,0,No info,4411
Philippine Airlines,2024-04-15,Zamboanga (ZAM),Cagayan de Oro (CGY),ZAM-CGY,17:30,19:17,1h 47m,0,No info,4446
Cebu Pacific,2024-04-15,Legazpi (LGP),Manila (MNL),LGP-MNL,07:50,09:44,1h 54m,0,No info,3516
Cebu Pacific,2024-01-08,Clark (CRK),Davao (DVO),CRK-DVO,02:50,05:10,2h 20m,0,No info,2481
Cebu Pacific,2024-06-12,Puerto Princesa (PPS),Zamboanga (ZAM),PPS-ZAM,18:40,20:47,2h 7m,0,Independence Day,3910
Philippine Airlines,2024-07-17,Cagayan de Oro (CGY),Kalibo (KLO),CGY-KLO,06:45,08:14,1h 29m,0,No info,3640
AirAsia Philippines,2024-07-31,Caticlan (MPH),Clark (CRK),MPH-CEB-CRK,02:45,08:58,6h 13m,1,No info,3178
Cebu Pacific,2024-04-14,Caticlan (MPH),Tacloban (TAC),MPH-TAC,13:45,14:55,1h 10m,0,No info,3178
Cebu Pacific,2024-04-14,Iloilo (ILO),Zamboanga (ZAM),ILO-ZAM,20:55,22:31,1h 36m,0,No info,2941
AirAsia Philippines,2024-10-29,Iloilo (ILO),Caticlan (MPH),ILO-MPH,19:20,21:03,1h 43m,0,No info,2632
Cebu Pacific,2024-06-04,Puerto Princesa (PPS),General Santos (GES),PPS-GES,04:25,06:48,2h 23m,0,No info,2393
Cebu Pacific,2024-07-09,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,17:10,19:03,1h 53m,0,No info,3080
Cebu Pacific,2024-11-14,Zamboanga (ZAM),Caticlan (MPH),ZAM-MPH,03:40,05:47,2h 7m,0,No info,2383
Philippine Airlines,2024-04-10,Clark (CRK),Cagayan de Oro (CGY),CRK-CGY,19:35,20:47,1h 12m,0,Araw ng Kagitingan,5123
AirAsia Philippines,2024-12-24,Cebu (CEB),Davao (DVO),CEB-DVO,10:25,12:40,2h 15m,0,Christmas/Rizal Day,3780
Cebu Pacific,2024-06-24,Davao (DVO),Kalibo (KLO),DVO-BCD-KLO,16:00,20:46,4h 46m,1,No info,4407
Cebu Pacific,2024-01-05,Manila (MNL),Clark (CRK),MNL-CGY-TAC-CRK,00:30,07:36,7h 6m,2,New Year,7747
AirAsia Philippines,2024-04-25,Iloilo (ILO),Legazpi (LGP),ILO-LGP,00:50,03:09,2h 19m,0,No info,2059
Philippine Airlines,2024-12-12,Bacolod (BCD),Iloilo (ILO),BCD-ILO,07:35,08:23,0h 48m,0,No info,4323
AirAsia Philippines,2024-10-11,Iloilo (ILO),Kalibo (KLO),ILO-KLO,23:40,00:53 +1 day,1h 13m,0,No info,2501
Cebu Pacific,2024-05-02,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,19:20,21:30,2h 10m,0,No info,3570
AirAsia Philippines,2024-07-08,Bacolod (BCD),Puerto Princesa (PPS),BCD-PPS,22:15,23:55,1h 40m,0,No info,2357
Cebu Pacific,2024-09-24,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,06:20,07:49,1h 29m,0,No info,2836
Philippine Airlines,2024-03-27,Legazpi (LGP),Kalibo (KLO),LGP-KLO,07:15,08:05,0h 50m,0,No info,4075
Philippine Airlines,2024-02-15,Legazpi (LGP),Cagayan de Oro (CGY),LGP-PPS-CGY,16:25,22:58,6h 33m,1,Valentine's Day,5939
Cebu Pacific,2024-03-05,Bacolod (BCD),Cebu (CEB),BCD-DVO-CEB,21:25,02:37 +1 day,5h 12m,1,No info,4177
Philippine Airlines,2024-10-06,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,00:55,01:47,0h 52m,0,No info,3924
Cebu Pacific,2024-02-28,Caticlan (MPH),Clark (CRK),MPH-CRK,12:45,15:02,2h 17m,0,No info,2900
Cebu Pacific,2024-07-27,Bacolod (BCD),Zamboanga (ZAM),BCD-CGY-ZAM,21:30,03:28 +1 day,5h 58m,1,No info,4930
Cebu Pacific,2024-10-31,Legazpi (LGP),Cebu (CEB),LGP-CGY-GES-CEB,16:10,02:41 +1 day,10h 31m,2,No info,6020
AirAsia Philippines,2024-04-09,Kalibo (KLO),Iloilo (ILO),KLO-ILO,00:30,02:36,2h 6m,0,Araw ng Kagitingan,2597
Philippine Airlines,2024-04-15,General Santos (GES),Manila (MNL),GES-MNL,00:10,02:24,2h 14m,0,No info,3496
AirAsia Philippines,2024-05-10,Kalibo (KLO),Puerto Princesa (PPS),KLO-PPS,10:20,11:12,0h 52m,0,No info,2413
Cebu Pacific,2024-07-25,Bacolod (BCD),Puerto Princesa (PPS),BCD-PPS,04:10,06:31,2h 21m,0,No info,2447
AirAsia Philippines,2024-11-15,Iloilo (ILO),Tacloban (TAC),ILO-TAC,03:20,05:27,2h 7m,0,No info,2002
AirAsia Philippines,2024-03-02,Legazpi (LGP),Zamboanga (ZAM),LGP-ZAM,09:45,12:11,2h 26m,0,No info,2929
Cebu Pacific,2024-04-10,General Santos (GES),Davao (DVO),GES-DVO,15:00,15:56,0h 56m,0,Araw ng Kagitingan,3354
AirAsia Philippines,2024-05-01,Caticlan (MPH),Kalibo (KLO),MPH-MNL-KLO,11:50,17:38,5h 48m,1,Labor Day,5161
Cebu Pacific,2024-09-29,Iloilo (ILO),Zamboanga (ZAM),ILO-ZAM,23:25,01:07 +1 day,1h 42m,0,No info,3134
AirAsia Philippines,2024-09-25,Clark (CRK),Cebu (CEB),CRK-CEB,01:00,02:06,1h 6m,0,No info,2113
Cebu Pacific,2024-03-14,Clark (CRK),Iloilo (ILO),CRK-ILO,05:50,08:15,2h 25m,0,No info,2430
Philippine Airlines,2024-02-15,Clark (CRK),Kalibo (KLO),CRK-KLO,04:05,05:21,1h 16m,0,Valentine's Day,3630
Philippine Airlines,2024-02-14,Caticlan (MPH),Manila (MNL),MPH-MNL,20:25,21:53,1h 28m,0,Valentine's Day,4951
Philippine Airlines,2024-09-27,Legazpi (LGP),Puerto Princesa (PPS),LGP-PPS,23:15,00:54 +1 day,1h 39m,0,No info,3645
Cebu Pacific,2024-02-21,Legazpi (LGP),Clark (CRK),LGP-CRK,19:00,20:12,1h 12m,0,No info,3188
Philippine Airlines,2024-11-30,Legazpi (LGP),Cagayan de Oro (CGY),LGP-CGY,21:15,22:37,1h 22m,0,Bonifacio Day,5009
AirAsia Philippines,2024-04-02,Legazpi (LGP),Puerto Princesa (PPS),LGP-PPS,00:25,01:43,1h 18m,0,No info,2086
Philippine Airlines,2024-08-13,Manila (MNL),Tacloban (TAC),MNL-TAC,13:25,15:06,1h 41m,0,No info,4398
Cebu Pacific,2024-08-14,Iloilo (ILO),Cebu (CEB),ILO-CEB,00:35,01:36,1h 1m,0,No info,2418
Philippine Airlines,2024-07-28,Legazpi (LGP),Cagayan de Oro (CGY),LGP-CGY,02:40,03:58,1h 18m,0,No info,3553
Cebu Pacific,2024-09-01,Cebu (CEB),General Santos (GES),CEB-BCD-PPS-GES,09:10,17:16,8h 6m,2,No info,7474
AirAsia Philippines,2024-04-29,Tacloban (TAC),Kalibo (KLO),TAC-KLO,15:25,17:03,1h 38m,0,No info,2387
Philippine Airlines,2024-02-04,Zamboanga (ZAM),Caticlan (MPH),ZAM-MPH,07:05,08:01,0h 56m,0,No info,4780
Philippine Airlines,2024-06-28,Manila (MNL),Caticlan (MPH),MNL-MPH,11:45,14:11,2h 26m,0,No info,4329
Philippine Airlines,2024-11-04,Cagayan de Oro (CGY),Davao (DVO),CGY-MPH-DVO,01:45,06:01,4h 16m,1,No info,4513
AirAsia Philippines,2024-11-04,Puerto Princesa (PPS),Iloilo (ILO),PPS-DVO-ILO,22:25,03:26 +1 day,5h 1m,1,No info,3762
Cebu Pacific,2024-07-06,Zamboanga (ZAM),Caticlan (MPH),ZAM-MPH,07:55,10:20,2h 25m,0,No info,3615
Philippine Airlines,2024-11-01,Davao (DVO),Tacloban (TAC),DVO-ILO-TAC,16:45,20:35,3h 50m,1,Undas,7008
Cebu Pacific,2024-01-01,Cebu (CEB),Kalibo (KLO),CEB-KLO,02:35,04:37,2h 2m,0,New Year,3289
Philippine Airlines,2024-11-02,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,08:05,09:35,1h 30m,0,Undas,6933
AirAsia Philippines,2024-06-15,Tacloban (TAC),Legazpi (LGP),TAC-MPH-ILO-LGP,10:00,20:27,10h 27m,2,No info,5809
Philippine Airlines,2024-09-24,Iloilo (ILO),Puerto Princesa (PPS),ILO-PPS,10:05,10:56,0h 51m,0,No info,3840
AirAsia Philippines,2024-06-03,Iloilo (ILO),Cagayan de Oro (CGY),ILO-CGY,05:15,06:27,1h 12m,0,No info,2002
Cebu Pacific,2024-01-02,Manila (MNL),Caticlan (MPH),MNL-ILO-BCD-MPH,02:45,11:40,8h 55m,2,New Year,7797
Cebu Pacific,2024-10-13,Puerto Princesa (PPS),Clark (CRK),PPS-CRK,08:40,09:39,0h 59m,0,No info,3297
Cebu Pacific,2024-04-03,General Santos (GES),Iloilo (ILO),GES-ILO,13:25,14:58,1h 33m,0,No info,2893
Cebu Pacific,2024-10-01,Cebu (CEB),Bacolod (BCD),CEB-MNL-BCD,15:30,20:21,4h 51m,1,No info,4480
AirAsia Philippines,2024-07-31,Bacolod (BCD),Puerto Princesa (PPS),BCD-PPS,19:15,20:18,1h 3m,0,No info,2793
Cebu Pacific,2024-06-11,Davao (DVO),General Santos (GES),DVO-GES,09:55,12:07,2h 12m,0,No info,3045
AirAsia Philippines,2024-06-13,Zamboanga (ZAM),Cagayan de Oro (CGY),ZAM-CGY,12:00,13:18,1h 18m,0,No info,2513
AirAsia Philippines,2024-01-08,Puerto Princesa (PPS),Clark (CRK),PPS-CRK,18:40,20:06,1h 26m,0,No info,2798
Cebu Pacific,2024-06-27,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,09:45,11:10,1h 25m,0,No info,2988
Philippine Airlines,2024-06-28,Clark (CRK),Cebu (CEB),CRK-CEB,10:25,11:53,1h 28m,0,No info,3706
Cebu Pacific,2024-09-25,Legazpi (LGP),Iloilo (ILO),LGP-ILO,07:55,10:04,2h 9m,0,No info,3130
Philippine Airlines,2024-06-06,Tacloban (TAC),Manila (MNL),TAC-MNL,08:20,10:00,1h 40m,0,No info,4629
Philippine Airlines,2024-01-08,Cagayan de Oro (CGY),Manila (MNL),CGY-MNL,06:15,07:01,0h 46m,0,No info,4205
Philippine Airlines,2024-07-31,Tacloban (TAC),Cagayan de Oro (CGY),TAC-CGY,13:45,14:54,1h 9m,0,No info,3946
AirAsia Philippines,2024-05-18,Zamboanga (ZAM),Legazpi (LGP),ZAM-LGP,00:15,01:45,1h 30m,0,No info,2179
AirAsia Philippines,2024-08-24,Iloilo (ILO),General Santos (GES),ILO-GES,13:40,14:35,0h 55m,0,No info,2613
Philippine Airlines,2024-04-23,Davao (DVO),Tacloban (TAC),DVO-TAC,15:30,16:51,1h 21m,0,No info,3962
AirAsia Philippines,2024-02-29,Kalibo (KLO),Cebu (CEB),KLO-CEB,03:50,04:45,0h 55m,0,No info,2008
Philippine Airlines,2024-06-23,Puerto Princesa (PPS),Bacolod (BCD),PPS-BCD,22:15,00:23 +1 day,2h 8m,0,No info,4357
Philippine Airlines,2024-08-06,Cebu (CEB),Bacolod (BCD),CEB-ZAM-BCD,00:15,04:30,4h 15m,1,No info,4388
Philippine Airlines,2024-03-01,Bacolod (BCD),Iloilo (ILO),BCD-ILO,06:15,07:52,1h 37m,0,No info,3927
AirAsia Philippines,2024-12-24,Iloilo (ILO),General Santos (GES),ILO-GES,23:45,01:23 +1 day,1h 38m,0,Christmas/Rizal Day,3831
AirAsia Philippines,2024-02-22,Iloilo (ILO),Clark (CRK),ILO-CRK,03:15,04:02,0h 47m,0,No info,1985
Cebu Pacific,2024-10-28,Cebu (CEB),Iloilo (ILO),CEB-ILO,14:05,16:21,2h 16m,0,No info,2842
AirAsia Philippines,2024-03-14,Manila (MNL),Bacolod (BCD),MNL-BCD,20:55,22:39,1h 44m,0,No info,2956
Philippine Airlines,2024-02-06,Cagayan de Oro (CGY),Clark (CRK),CGY-CRK,03:00,05:06,2h 6m,0,No info,3255
Philippine Airlines,2024-02-11,Davao (DVO),Caticlan (MPH),DVO-MPH,23:20,00:55 +1 day,1h 35m,0,No info,4162
Cebu Pacific,2024-10-05,Bacolod (BCD),Clark (CRK),BCD-CRK,12:20,14:35,2h 15m,0,No info,3054
AirAsia Philippines,2024-10-12,Davao (DVO),Iloilo (ILO),DVO-GES-ILO,17:40,23:47,6h 7m,1,No info,4900
Philippine Airlines,2024-11-29,Clark (CRK),Iloilo (ILO),CRK-BCD-CGY-ILO,16:00,00:33 +1 day,8h 33m,2,No info,7108
AirAsia Philippines,2024-10-05,General Santos (GES),Tacloban (TAC),GES-TAC,04:05,05:23,1h 18m,0,No info,2146
Philippine Airlines,2024-10-29,Zamboanga (ZAM),Tacloban (TAC),ZAM-TAC,01:15,02:06,0h 51m,0,No info,3210
Philippine Airlines,2024-03-13,Bacolod (BCD),Tacloban (TAC),BCD-TAC,00:40,02:23,1h 43m,0,No info,3250
AirAsia Philippines,2024-04-30,Zamboanga (ZAM),Cebu (CEB),ZAM-CEB,17:50,19:12,1h 22m,0,No info,2764
Cebu Pacific,2024-02-29,Davao (DVO),Clark (CRK),DVO-CRK,05:05,07:34,2h 29m,0,No info,2414
Philippine Airlines,2024-04-20,Zamboanga (ZAM),Iloilo (ILO),ZAM-ILO,23:25,00:11 +1 day,0h 46m,0,No info,4149
AirAsia Philippines,2024-09-23,Cagayan de Oro (CGY),Tacloban (TAC),CGY-TAC,18:45,20:10,1h 25m,0,No info,2820
Philippine Airlines,2024-08-16,Cagayan de Oro (CGY),Legazpi (LGP),CGY-LGP,14:30,15:34,1h 4m,0,No info,3751
AirAsia Philippines,2024-06-24,Cebu (CEB),Tacloban (TAC),CEB-DVO-TAC,16:55,21:27,4h 32m,1,No info,3900
AirAsia Philippines,2024-05-17,Puerto Princesa (PPS),Davao (DVO),PPS-DVO,06:30,08:02,1h 32m,0,No info,2452
Cebu Pacific,2024-06-19,Clark (CRK),Tacloban (TAC),CRK-TAC,22:30,23:35,1h 5m,0,No info,2803
AirAsia Philippines,2024-02-25,Bacolod (BCD),Caticlan (MPH),BCD-ZAM-MPH,04:05,08:31,4h 26m,1,EDSA Anniversary,4267
Philippine Airlines,2024-05-24,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,14:00,15:26,1h 26m,0,No info,3757
AirAsia Philippines,2024-05-06,Cagayan de Oro (CGY),Clark (CRK),CGY-TAC-DVO-CRK,18:05,04:44 +1 day,10h 39m,2,No info,6163
Cebu Pacific,2024-06-22,Cagayan de Oro (CGY),Bacolod (BCD),CGY-BCD,17:05,18:08,1h 3m,0,No info,3602
Cebu Pacific,2024-02-21,Kalibo (KLO),Manila (MNL),KLO-MNL,18:40,19:49,1h 9m,0,No info,3727
Philippine Airlines,2024-08-19,Cebu (CEB),Manila (MNL),CEB-MNL,15:40,17:19,1h 39m,0,No info,4131
AirAsia Philippines,2024-03-06,Zamboanga (ZAM),General Santos (GES),ZAM-GES,18:40,19:56,1h 16m,0,No info,2594
Cebu Pacific,2024-05-19,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,22:10,00:21 +1 day,2h 11m,0,No info,2948
Cebu Pacific,2024-06-28,Zamboanga (ZAM),Kalibo (KLO),ZAM-KLO,11:25,12:38,1h 13m,0,No info,2727
Cebu Pacific,2024-11-04,General Santos (GES),Legazpi (LGP),GES-CEB-BCD-LGP,17:00,00:26 +1 day,7h 26m,2,No info,6584
Philippine Airlines,2024-04-30,Bacolod (BCD),Tacloban (TAC),BCD-TAC,17:10,19:38,2h 28m,0,No info,4380
Philippine Airlines,2024-02-21,Iloilo (ILO),General Santos (GES),ILO-GES,08:10,09:03,0h 53m,0,No info,4408
Cebu Pacific,2024-10-29,Puerto Princesa (PPS),Zamboanga (ZAM),PPS-ZAM,20:10,21:36,1h 26m,0,No info,2835
Cebu Pacific,2024-03-13,Cagayan de Oro (CGY),Puerto Princesa (PPS),CGY-PPS,17:00,18:11,1h 11m,0,No info,3278
Philippine Airlines,2024-10-24,Bacolod (BCD),Kalibo (KLO),BCD-KLO,03:20,04:28,1h 8m,0,MassKara Festival,3927
Cebu Pacific,2024-01-02,General Santos (GES),Tacloban (TAC),GES-TAC,00:50,01:36,0h 46m,0,New Year,3182
Philippine Airlines,2024-03-16,Clark (CRK),Kalibo (KLO),CRK-KLO,04:05,05:41,1h 36m,0,No info,3564
Cebu Pacific,2024-01-06,General Santos (GES),Clark (CRK),GES-MNL-CRK,00:00,05:17,5h 17m,1,No info,4048
AirAsia Philippines,2024-01-08,Clark (CRK),Legazpi (LGP),CRK-PPS-ZAM-LGP,08:35,17:25,8h 50m,2,No info,5860
Cebu Pacific,2024-03-31,Cagayan de Oro (CGY),Cebu (CEB),CGY-CRK-CEB,07:05,13:09,6h 4m,1,Holy Week,8213
Philippine Airlines,2024-02-10,Kalibo (KLO),Manila (MNL),KLO-MNL,09:15,10:38,1h 23m,0,No info,5462
Philippine Airlines,2024-01-04,Manila (MNL),General Santos (GES),MNL-GES,02:00,04:08,2h 8m,0,New Year,4969
AirAsia Philippines,2024-10-05,Cebu (CEB),Iloilo (ILO),CEB-ILO,04:15,05:24,1h 9m,0,No info,2344
Philippine Airlines,2024-09-01,Legazpi (LGP),Clark (CRK),LGP-CRK,22:20,23:40,1h 20m,0,No info,3998
AirAsia Philippines,2024-01-20,Manila (MNL),Kalibo (KLO),MNL-KLO,05:40,06:25,0h 45m,0,Ati-Atihan Festival,3552
Philippine Airlines,2024-09-11,Bacolod (BCD),Caticlan (MPH),BCD-MPH,19:15,21:45,2h 30m,0,No info,4328
Philippine Airlines,2024-01-26,General Santos (GES),Zamboanga (ZAM),GES-ZAM,07:35,09:39,2h 4m,0,No info,4348
Philippine Airlines,2024-12-12,Iloilo (ILO),Zamboanga (ZAM),ILO-ZAM,04:30,05:34,1h 4m,0,No info,3203
Cebu Pacific,2024-03-06,Bacolod (BCD),Iloilo (ILO),BCD-ILO,07:40,09:23,1h 43m,0,No info,3264
Cebu Pacific,2024-12-23,Cagayan de Oro (CGY),Iloilo (ILO),CGY-ILO,16:55,18:37,1h 42m,0,Christmas/Rizal Day,4492
AirAsia Philippines,2024-07-14,Puerto Princesa (PPS),Iloilo (ILO),PPS-ILO,16:55,17:51,0h 56m,0,No info,2755
Cebu Pacific,2024-12-20,Clark (CRK),General Santos (GES),CRK-GES,20:00,21:54,1h 54m,0,Christmas/Rizal Day,4478
Philippine Airlines,2024-09-20,Puerto Princesa (PPS),Caticlan (MPH),PPS-MPH,14:05,15:46,1h 41m,0,No info,3661
AirAsia Philippines,2024-10-04,Tacloban (TAC),Legazpi (LGP),TAC-LGP,10:25,12:22,1h 57m,0,No info,2441
Cebu Pacific,2024-01-21,Cebu (CEB),Tacloban (TAC),CEB-TAC,08:40,10:13,1h 33m,0,No info,3534
AirAsia Philippines,2024-10-13,General Santos (GES),Puerto Princesa (PPS),GES-PPS,18:45,20:57,2h 12m,0,No info,2987
AirAsia Philippines,2024-03-04,Kalibo (KLO),Caticlan (MPH),KLO-MPH,16:30,17:35,1h 5m,0,No info,2392
Cebu Pacific,2024-03-24,Cebu (CEB),Davao (DVO),CEB-DVO,16:45,17:49,1h 4m,0,No info,3135
Philippine Airlines,2024-10-30,Clark (CRK),Manila (MNL),CRK-MNL,13:50,15:03,1h 13m,0,No info,4275
Philippine Airlines,2024-08-19,Cebu (CEB),Zamboanga (ZAM),CEB-ZAM,02:25,04:23,1h 58m,0,No info,3291
Cebu Pacific,2024-03-07,Davao (DVO),Bacolod (BCD),DVO-BCD,02:45,03:52,1h 7m,0,No info,2299
Philippine Airlines,2024-09-11,Kalibo (KLO),Bacolod (BCD),KLO-BCD,10:55,12:13,1h 18m,0,No info,3910
Philippine Airlines,2024-04-22,Cagayan de Oro (CGY),Legazpi (LGP),CGY-LGP,20:40,22:44,2h 4m,0,No info,3877
Philippine Airlines,2024-11-18,Caticlan (MPH),General Santos (GES),MPH-GES,19:15,20:02,0h 47m,0,No info,4427
Cebu Pacific,2024-06-30,Cebu (CEB),Cagayan de Oro (CGY),CEB-GES-CRK-CGY,20:30,05:04 +1 day,8h 34m,2,No info,6340
Philippine Airlines,2024-04-23,Cagayan de Oro (CGY),Manila (MNL),CGY-MNL,02:10,03:02,0h 52m,0,No info,3705
AirAsia Philippines,2024-01-12,Caticlan (MPH),Cagayan de Oro (CGY),MPH-CGY,02:50,03:38,0h 48m,0,No info,2052
AirAsia Philippines,2024-12-20,Iloilo (ILO),General Santos (GES),ILO-GES,03:35,04:58,1h 23m,0,Christmas/Rizal Day,3364
Cebu Pacific,2024-10-05,Caticlan (MPH),Zamboanga (ZAM),MPH-ZAM,15:00,17:10,2h 10m,0,No info,3107
AirAsia Philippines,2024-07-14,Davao (DVO),Caticlan (MPH),DVO-ILO-MPH,22:15,01:31 +1 day,3h 16m,1,No info,4216
Philippine Airlines,2024-10-05,Tacloban (TAC),Clark (CRK),TAC-CRK,16:45,18:58,2h 13m,0,No info,4217
Philippine Airlines,2024-01-01,Tacloban (TAC),Bacolod (BCD),TAC-BCD,03:50,05:43,1h 53m,0,New Year,4565
